Tickers,Stock Code,Name of Securities,Category,Board Lot,ISIN,RMB Counter
0001.hk,00001,CKH HOLDINGS,Equity,500,KYG217651051,
0002.hk,00002,CLP HOLDINGS,Equity,500,HK0002007356,
0003.hk,00003,HK & CHINA GAS,Equity,"1,000",HK0003000038,
0004.hk,00004,WHARF HOLDINGS,Equity,"1,000",HK0004000045,
0005.hk,00005,HSBC HOLDINGS,Equity,400,GB0005405286,
0006.hk,00006,POWER ASSETS,Equity,500,HK0006000050,
0007.hk,00007,WISDOM WEALTH,Equity,"10,000",BMG4643R1245,
0008.hk,00008,PCCW,Equity,"1,000",HK0008011667,
0009.hk,00009,KEYNE LTD,Equity,"6,000",BMG525871056,
0010.hk,00010,HANG LUNG GROUP,Equity,"1,000",HK0010000088,
0011.hk,00011,HANG SENG BANK,Equity,100,HK0011000095,80011
0012.hk,00012,HENDERSON LAND,Equity,"1,000",HK0012000102,
0013.hk,00013,HUTCHMED,Equity,500,KYG4672N1198,
0014.hk,00014,HYSAN DEV,Equity,"1,000",HK0014000126,
0016.hk,00016,SHK PPT,Equity,500,HK0016000132,80016
0017.hk,00017,NEW WORLD DEV,Equity,"1,000",HK0000608585,
0018.hk,00018,ORIENTAL E H,Equity,"2,000",HK0018000155,
0019.hk,00019,SWIRE PACIFIC A,Equity,500,HK0019000162,
0020.hk,00020,SENSETIME-W,Equity,"1,000",KYG8062L1041,80020
0021.hk,00021,GREAT CHI HLDGS,Equity,"5,000",HK0000132420,
0022.hk,00022,MEXAN,Equity,"40,000",BMG6051D1175,
0023.hk,00023,BANK OF E ASIA,Equity,200,HK0023000190,
0025.hk,00025,CHEVALIER INT'L,Equity,"2,000",BMG2097Z1471,
0026.hk,00026,CHINA MOTOR BUS,Equity,200,HK0026000205,
0027.hk,00027,GALAXY ENT,Equity,"1,000",HK0027032686,
0028.hk,00028,TIAN AN,Equity,"1,000",HK0028013271,
0029.hk,00029,DYNAMIC HOLD,Equity,"2,000",BMG2889K1678,
0030.hk,00030,YNBY INTL,Equity,"2,000",BMG0865U1009,
0031.hk,00031,CHINA AEROSPACE,Equity,"2,000",HK0031044180,
0032.hk,00032,CROSS-HAR(HOLD),Equity,"1,000",HK0032009356,
0033.hk,00033,INTL GENIUS,Equity,"2,000",KYG0252B1115,
0034.hk,00034,KOWLOON DEV,Equity,"1,000",HK0034000254,
0035.hk,00035,FE CONSORT INTL,Equity,"1,000",KYG3307Z1090,
0036.hk,00036,FE HLDGS INTL,Equity,"6,000",HK0001095345,
0037.hk,00037,FE HOTELS,Equity,"2,000",HK0037039283,
0038.hk,00038,FIRST TRACTOR,Equity,"2,000",CNE100000320,
0039.hk,00039,CH BEIDAHUANG,Equity,"8,000",KYG2117W1087,
0040.hk,00040,GOLD PEAK,Equity,"1,000",HK0040000298,
0041.hk,00041,GREAT EAGLE H,Equity,"1,000",BMG4069C1486,
0042.hk,00042,NE ELECTRIC,Equity,"2,000",CNE1000003V0,
0045.hk,00045,HK&S HOTELS,Equity,500,HK0045000319,
0046.hk,00046,COMPUTER & TECH,Equity,"2,000",BMG2335C1082,
0048.hk,00048,C AUTO INT DECO,Equity,"10,000",KYG211351500,
0050.hk,00050,HK FERRY (HOLD),Equity,"1,000",HK0050000345,
0051.hk,00051,HARBOUR CENTRE,Equity,"1,000",HK0051000351,
0052.hk,00052,FAIRWOOD HOLD,Equity,500,BMG3305Y1619,
0053.hk,00053,GUOCO GROUP,Equity,"1,000",BMG420981224,
0055.hk,00055,NEWAY GROUP,Equity,"10,000",BMG6433R1319,
0057.hk,00057,CHEN HSONG HOLD,Equity,"2,000",BMG208741063,
0058.hk,00058,SUNWAY INT'L,Equity,"20,000",BMG858331389,
0059.hk,00059,SKYFAME REALTY,Equity,"2,000",BMG8220B1476,
0060.hk,00060,HK FOOD INV,Equity,"2,000",HK0060028229,
0061.hk,00061,GREEN LEADER,Equity,"20,000",BMG4165P1187,
0062.hk,00062,TRANSPORT INT'L,Equity,400,BMG9031M1082,
0063.hk,00063,CHI ASIA VALLEY,Equity,"1,000",BMG2123P1059,
0064.hk,00064,GET NICE-NEW,Equity,"2,000",KYG3926K1296,
0065.hk,00065,GRAND OCEAN AR,Equity,"4,000",KYG4064U1013,
0066.hk,00066,MTR CORPORATION,Equity,500,HK0066009694,
0069.hk,00069,SHANGRI-LA ASIA,Equity,"2,000",BMG8063F1068,
0070.hk,00070,RICH GOLDMAN,Equity,"10,000",HK0000295763,
0071.hk,00071,MIRAMAR HOTEL,Equity,"1,000",HK0071000456,
0072.hk,00072,META MEDIA,Equity,"2,000",KYG618251089,
0073.hk,00073,ASIAN CITRUS,Equity,"1,000",BMG0620W3009,
0075.hk,00075,Y.T. REALTY,Equity,"2,000",BMG987731079,
0076.hk,00076,ELATE HOLDINGS,Equity,"4,000",HK0000900701,
0077.hk,00077,AMS TRANSPORT,Equity,"2,000",KYG041561088,
0078.hk,00078,REGAL INT'L,Equity,"2,000",BMG7475M1626,
0079.hk,00079,CENTURY LEGEND,Equity,"4,000",BMG2021N1609,
0080.hk,00080,CNEWECON FUND,Equity,"10,000",KYG211971687,
0081.hk,00081,CH OVS G OCEANS,Equity,"1,000",HK0000065737,
0082.hk,00082,CRAZY SPORTS,Equity,"2,000",BMG249551091,
0083.hk,00083,SINO LAND,Equity,"2,000",HK0083000502,
0084.hk,00084,STELUX HOLDINGS,Equity,"1,000",BMG8465C1073,
0085.hk,00085,CE HUADA TECH,Equity,"2,000",BMG2122L1054,
0086.hk,00086,SUN HUNG KAI CO,Equity,"1,000",HK0086000525,
0087.hk,00087,SWIRE PACIFIC B,Equity,"2,500",HK0087000532,
0088.hk,00088,TAI CHEUNG HOLD,Equity,"1,000",BMG8659B1054,
0089.hk,00089,TAI SANG LAND,Equity,"1,000",HK0089000548,
0090.hk,00090,PUXING ENERGY,Equity,"2,000",KYG730761049,
0092.hk,00092,CHAMPION TECH,Equity,"12,000",BMG2033C4008,
0093.hk,00093,ZERO FINTECH,Equity,"2,000",BMG8760C1414,
0094.hk,00094,GREENHEART GP,Equity,"80,000",BMG4094L1054,
0095.hk,00095,LVGEM CHINA,Equity,"2,000",KYG5727E1035,
0096.hk,00096,YUSEI,Equity,"2,000",KYG9883K1013,
0097.hk,00097,HENDERSON INV,Equity,"1,000",HK0097000571,
0098.hk,00098,XINGFA ALUM,Equity,"1,000",KYG9828C1078,
0099.hk,00099,WONG'S INT'L,Equity,"1,000",BMG9738G1078,
0101.hk,00101,HANG LUNG PPT,Equity,"1,000",HK0101000591,
0103.hk,00103,SHOUGANG CENT,Equity,"2,000",HK0103000607,
0104.hk,00104,ASIA COMM HOLD,Equity,"5,000",BMG0532V2009,
0105.hk,00105,ASSO INT HOTELS,Equity,"2,000",HK0105000613,
0106.hk,00106,LANDSEA MGMT,Equity,"4,000",BMG5370A1018,
0107.hk,00107,SICHUAN EXPRESS,Equity,"2,000",CNE100000494,
0108.hk,00108,GR LIFE STYLE,Equity,"2,000",HK0108000628,
0110.hk,00110,CHINA FORTUNE,Equity,"4,000",BMG2154Z1216,
0111.hk,00111,CINDA INTL HLDG,Equity,"2,000",BMG2143M1082,
0113.hk,00113,DICKSON CONCEPT,Equity,500,BMG275871231,
0114.hk,00114,HERALD HOLD,Equity,"5,000",BMG4410A1062,
0115.hk,00115,GRAND FIELD GP,Equity,"2,000",BMG4054H3005,
0116.hk,00116,CHOW SANG SANG,Equity,"1,000",BMG2113M1203,
0117.hk,00117,TIANLI HOLDINGS,Equity,"2,000",KYG8884H1092,
0118.hk,00118,COSMOS MACH,Equity,"2,000",HK0118000667,
0119.hk,00119,POLY PROPERTY,Equity,"1,000",HK0119000674,
0120.hk,00120,COSMOPOL INT'L,Equity,600,KYG2445L1703,
0122.hk,00122,CROCODILE,Equity,"2,000",HK0001074084,
0123.hk,00123,YUEXIU PROPERTY,Equity,"1,000",HK0000745908,
0124.hk,00124,GD LAND,Equity,"2,000",BMG4182K1009,
0125.hk,00125,SUN HING VISION,Equity,"2,000",BMG8572F1005,
0126.hk,00126,CARRIANNA,Equity,"2,000",BMG1993G1042,
0127.hk,00127,CHINESE EST H,Equity,500,BMG2108M2182,
0128.hk,00128,ENM HOLDINGS,Equity,"4,000",HK0128011282,
0129.hk,00129,ASIA STANDARD,Equity,"2,000",BMG0533U2355,
0130.hk,00130,MOISELLE INT'L,Equity,"2,000",KYG618641073,
0131.hk,00131,CHEUK NANG HOLD,Equity,"1,000",HK0131037993,
0132.hk,00132,HING YIP HLDGS,Equity,"1,000",BMG210751092,
0133.hk,00133,CHINA MERCHANTS,Equity,"2,000",HK0133000726,
0135.hk,00135,KUNLUN ENERGY,Equity,"2,000",BMG5320C1082,
0136.hk,00136,CHINA RUYI,Equity,"4,000",BMG4404N1149,
0137.hk,00137,JINHUI HOLDINGS,Equity,"1,000",HK0137031065,
0138.hk,00138,CCT FORTIS,Equity,"2,000",BMG1987Y1030,
0139.hk,00139,SMART FISH,Equity,"14,000",BMG2118J1062,
0142.hk,00142,FIRST PACIFIC,Equity,"2,000",BMG348041077,
0144.hk,00144,CHINA MER PORT,Equity,"2,000",HK0144000764,
0145.hk,00145,CCIAM FUTURE EN,Equity,"8,000",HK0000990694,
0146.hk,00146,TAI PING CARPET,Equity,"1,000",BMG8659F1068,
0147.hk,00147,IB SETTLEMENT,Equity,"5,000",BMG4824K1045,
0148.hk,00148,KINGBOARD HLDG,Equity,500,KYG525621408,
0149.hk,00149,CH AGRI-PROD EX,Equity,"5,000",BMG2150P2343,
0150.hk,00150,HYPEBEAST,Equity,"2,800",KYG468321040,
0151.hk,00151,WANT WANT CHINA,Equity,"1,000",KYG9431R1039,
0152.hk,00152,SHENZHEN INT'L,Equity,500,BMG8086V1467,
0154.hk,00154,BE ENVIRONMENT,Equity,"1,000",HK0154000803,
0156.hk,00156,LIPPO CHINA RES,Equity,"2,000",HK0000936234,
0157.hk,00157,NATURAL BEAUTY,Equity,"10,000",KYG640061027,
0158.hk,00158,MELBOURNE ENT,Equity,500,HK0158000825,
0159.hk,00159,BROCKMAN MINING,Equity,"4,000",BMG1739E1084,
0160.hk,00160,HON KWOK LAND,Equity,"2,000",HK0160011786,
0162.hk,00162,CENTURY GINWA,Equity,"2,000",BMG2021K1172,
0163.hk,00163,EMPEROR INT'L,Equity,"10,000",BMG3036C2239,
0164.hk,00164,CHINA BAOLI TEC,Equity,"5,000",BMG2119D3063,
0165.hk,00165,CHINA EB LTD,Equity,"2,000",HK0165000859,
0166.hk,00166,NEW TIMES CORP,Equity,"2,000",BMG648851092,
0167.hk,00167,IDT INT'L,Equity,"18,000",BMG4705P1499,
0168.hk,00168,TSINGTAO BREW,Equity,"2,000",CNE1000004K1,
0169.hk,00169,WANDA HOTEL DEV,Equity,"1,000",BMG9430N1039,
0171.hk,00171,SILVER GRANT,Equity,"2,000",HK0171000877,
0173.hk,00173,K. WAH INT'L,Equity,"1,000",BMG5321P1169,
0174.hk,00174,GEMINI INV,Equity,"2,000",HK0174000890,
0175.hk,00175,GEELY AUTO,Equity,"1,000",KYG3777B1032,80175
0176.hk,00176,SUPERACTIVE GP,Equity,"2,000",BMG8587Y1021,
0177.hk,00177,JIANGSU EXPRESS,Equity,"2,000",CNE1000003J5,
0178.hk,00178,SA SA INT'L,Equity,"2,000",KYG7814S1021,
0179.hk,00179,JOHNSON ELEC H,Equity,500,BMG5150J1577,
0180.hk,00180,KADER HOLDINGS,Equity,"2,000",BMG5206W1038,
0181.hk,00181,FUJIAN HOLDINGS,Equity,"20,000",HK0181013399,
0182.hk,00182,CONCORD NE,Equity,"10,000",BMG2345T1099,
0183.hk,00183,WINFULL GP,Equity,"8,000",KYG9704H1130,
0184.hk,00184,KECK SENG INV,Equity,"2,000",HK0184000948,
0185.hk,00185,ZENSUN ENT,Equity,"1,000",HK0000769783,
0186.hk,00186,NIMBLE HOLDINGS,Equity,"30,000",BMG652161065,
0187.hk,00187,JINGCHENG MAC,Equity,"2,000",CNE100000270,
0188.hk,00188,SUNWAH KINGSWAY,Equity,"5,000",BMG8587P1196,
0189.hk,00189,DONGYUE GROUP,Equity,"1,000",KYG2816P1072,
0191.hk,00191,LAI SUN INT'L,Equity,"1,000",HK0000356805,
0193.hk,00193,CAPITAL ESTATE,Equity,"3,000",HK0000489689,
0194.hk,00194,LIU CHONG HING,Equity,"2,000",HK0194000995,
0195.hk,00195,GREENTECH INTL,Equity,"2,000",KYG4100V1133,
0196.hk,00196,HONGHUA GROUP,Equity,"1,000",KYG4584R1092,
0197.hk,00197,HENG TAI,Equity,"5,000",KYG440351305,
0199.hk,00199,ITC PROPERTIES,Equity,"1,000",BMG4984N1618,
0200.hk,00200,MELCO INT'L DEV,Equity,"1,000",HK0200030994,
0201.hk,00201,MAGNIFICENT,Equity,"2,000",HK0201008726,
0202.hk,00202,EVERCHINA INT'L,Equity,"5,000",HK0000062734,
0204.hk,00204,CAPITAL REALM,Equity,"5,000",BMG2115B2053,
0205.hk,00205,SEEC MEDIA,Equity,"10,000",BMG8012K1311,
0206.hk,00206,CM-ENERGY,Equity,"1,000",KYG2124A1076,
0207.hk,00207,JOY CITY PPT,Equity,"2,000",BMG5210S1061,
0209.hk,00209,WINSHINE SCI,Equity,"10,000",BMG9723F1225,
0210.hk,00210,DAPHNE INT'L,Equity,"2,000",KYG2830J1031,
0211.hk,00211,STYLAND HOLD,Equity,"10,000",BMG8540A3088,
0212.hk,00212,NANYANG HOLD,Equity,500,BMG6362N1011,
0213.hk,00213,NATIONAL ELEC H,Equity,"2,000",BMG6374F1041,
0214.hk,00214,ASIA ORIENT,Equity,"2,000",BMG0534H1189,
0215.hk,00215,HUTCHTEL HK,Equity,"2,000",KYG4672G1064,
0216.hk,00216,CHINNEY INV,Equity,"4,000",HK0216001088,
0217.hk,00217,CHINA CHENGTONG,Equity,"2,000",HK0217012357,
0218.hk,00218,SWHYHK,Equity,"5,000",HK0218001102,
0219.hk,00219,SHUNHO PROPERTY,Equity,"2,000",HK0219009344,
0220.hk,00220,U-PRESID CHINA,Equity,"1,000",KYG9222R1065,
0222.hk,00222,MIN XIN HOLD,Equity,"2,000",HK0222001130,
0223.hk,00223,ELIFE HLDGS,Equity,"20,000",KYG3002T1195,
0224.hk,00224,PIONEER GLOBAL,Equity,"4,000",BMG7098N1002,
0225.hk,00225,POKFULAM,Equity,"2,000",HK0225001145,
0226.hk,00226,LIPPO,Equity,"1,000",HK0226001151,
0227.hk,00227,FIRST SHANGHAI,Equity,"8,000",HK0227001168,
0228.hk,00228,CHINA ENERGY,Equity,"2,000",KYG2153W1033,
0229.hk,00229,RAYMOND IND,Equity,"5,000",HK0229001182,
0230.hk,00230,MINMETALS LAND,Equity,"2,000",BMG6144P1014,
0232.hk,00232,CON AERO TECH,Equity,"2,000",BMG2381M1091,
0234.hk,00234,NEW CENTURY GP,Equity,"24,000",BMG644581396,
0235.hk,00235,CSC HOLDINGS,Equity,"5,000",HK0235034623,
0236.hk,00236,SAN MIGUEL HK,Equity,"2,000",HK0236001209,
0237.hk,00237,SAFETY GODOWN,Equity,"2,000",HK0000642089,
0239.hk,00239,PAK FAH YEOW,Equity,"2,500",BMG6873Y1176,
0240.hk,00240,BUILD KING HOLD,Equity,"10,000",BMG1675M1064,
0241.hk,00241,ALI HEALTH,Equity,"2,000",BMG0171K1018,
0242.hk,00242,SHUN TAK HOLD,Equity,"2,000",HK0242001243,
0243.hk,00243,QPL INT'L,Equity,"9,000",BMG7302M2110,
0244.hk,00244,SINCERE,Equity,"1,000",HK0244001258,
0245.hk,00245,CHINA VERED FIN,Equity,"5,000",HK0001163432,
0247.hk,00247,TST PROPERTIES,Equity,"2,000",HK0247001271,
0248.hk,00248,HKC INT'L HOLD,Equity,"4,000",KYG4515X1007,
0251.hk,00251,SEA HOLDINGS,Equity,"2,000",BMG7946B1000,
0252.hk,00252,SE ASIA PPT,Equity,"2,000",HK0252001307,
0253.hk,00253,SHUNHO HOLDINGS,Equity,"2,000",HK0253001314,
0254.hk,00254,NUR HOLDINGS,Equity,"20,000",HK0001185096,
0255.hk,00255,LUNG KEE,Equity,"2,000",BMG5697D1011,
0256.hk,00256,CITYCHAMP,Equity,"2,000",KYG2161T1004,
0257.hk,00257,EB ENVIRONMENT,Equity,"1,000",HK0257001336,
0258.hk,00258,TOMSON GROUP,Equity,"2,000",KYG8917R1083,
0259.hk,00259,YEEBO (INT'L H),Equity,"2,000",BMG9835R1051,
0261.hk,00261,GBA HOLDINGS,Equity,"16,000",BMG4153U1523,
0262.hk,00262,DESON DEV INT'L,Equity,"5,000",BMG2734F1656,
0264.hk,00264,CN INT DEV CORP,Equity,"4,000",KYG2121T1094,
0265.hk,00265,GANGYU SERVICES,Equity,"2,000",KYG6777V1445,
0266.hk,00266,TIAN TECK LAND,Equity,"2,000",HK0266001368,
0267.hk,00267,CITIC,Equity,"1,000",HK0267001375,
0268.hk,00268,KINGDEE INT'L,Equity,"1,000",KYG525681477,
0269.hk,00269,CRTG,Equity,"5,000",KYG2162D1126,
0270.hk,00270,GUANGDONG INV,Equity,"2,000",HK0270001396,
0271.hk,00271,ASIASEC PPT,Equity,"1,000",HK0271007608,
0272.hk,00272,SHUI ON LAND,Equity,500,KYG811511131,
0274.hk,00274,RA SILK ROAD,Equity,"10,000",KYG2115F1726,
0276.hk,00276,MONGOLIA ENERGY,Equity,"6,000",BMG6260K1595,
0277.hk,00277,TERN PROPERTIES,Equity,"2,000",HK0277001415,
0279.hk,00279,ARTA TECHFIN,Equity,"6,000",KYG366302860,
0280.hk,00280,KING FOOK HOLD,Equity,"2,000",HK0280001436,
0285.hk,00285,BYD ELECTRONIC,Equity,500,HK0285041858,
0286.hk,00286,AIDIGONG,Equity,"2,000",BMG0133U1229,
0287.hk,00287,WINFAIR INV,Equity,"2,000",HK0287001470,
0288.hk,00288,WH GROUP,Equity,500,KYG960071028,
0289.hk,00289,WING ON CO,Equity,"1,000",BMG970561087,
0290.hk,00290,GOFINTECH QUANT,Equity,"8,000",            ,
0291.hk,00291,CHINA RES BEER,Equity,500,HK0291001490,80291
0293.hk,00293,CATHAY PAC AIR,Equity,"1,000",HK0293001514,
0294.hk,00294,YANGTZEKIANG,Equity,"1,000",HK0294001521,
0295.hk,00295,KONG SUN HOLD,Equity,"25,000",HK0000120151,
0296.hk,00296,EMPEROR E HOTEL,Equity,"5,000",BMG313891027,
0297.hk,00297,SINOFERT,Equity,"2,000",BMG8403G1033,
0298.hk,00298,CHUANG'S CHINA,Equity,"10,000",BMG2122W1010,
0299.hk,00299,GLORY SUN LAND,Equity,"5,000",KYG3997X1253,
0300.hk,00300,MIDEA GROUP,Equity,100,CNE100006M58,
0301.hk,00301,SANVO CHEMICALS,Equity,"2,000",KYG7809C1042,
0302.hk,00302,CMGE,Equity,"2,000",KYG2347J1094,
0303.hk,00303,VTECH HOLDINGS,Equity,100,BMG9400S1329,
0305.hk,00305,WULING MOTORS,Equity,"10,000",BMG9604B1090,
0306.hk,00306,KWOON CHUNG BUS,Equity,"2,000",BMG5330P1077,
0308.hk,00308,CHINA TRAVEL HK,Equity,"2,000",HK0308001558,
0309.hk,00309,XH NEWS MEDIA,Equity,"1,000",KYG5699G1367,
0310.hk,00310,PROSP INV HOLD,Equity,"15,000",BMG727402056,
0311.hk,00311,LUEN THAI,Equity,"1,000",KYG5697P1046,
0312.hk,00312,SHIRBLE STORE,Equity,"2,000",KYG810871015,
0313.hk,00313,RICHLY FIELD,Equity,"25,000",BMG7568A1172,
0314.hk,00314,SIPAI HEALTH,Equity,200,KYG8192S1021,
0315.hk,00315,SMARTONE TELE,Equity,500,BMG8219Z1059,
0316.hk,00316,OOIL,Equity,500,BMG677491539,
0317.hk,00317,COMEC,Equity,"2,000",CNE100000395,
0318.hk,00318,VONGROUP,Equity,"5,000",KYG9387J1132,
0320.hk,00320,COMPUTIME,Equity,"2,000",KYG2341T1031,
0321.hk,00321,TEXWINCA HOLD,Equity,"2,000",BMG8770Z1068,
0322.hk,00322,TINGYI,Equity,"2,000",KYG8878S1030,
0323.hk,00323,MAANSHAN IRON,Equity,"2,000",CNE1000003R8,
0325.hk,00325,BLOKS,Equity,300,KYG1R24P1085,
0326.hk,00326,CHINA STAR ENT,Equity,"10,000",BMG8437G3195,
0327.hk,00327,PAX GLOBAL,Equity,"1,000",BMG6955J1036,
0328.hk,00328,ALCO HOLDINGS,Equity,"2,000",BMG0R33J1038,
0329.hk,00329,OCI INTL,Equity,"4,000",KYG6706E1061,
0330.hk,00330,ESPRIT HOLD-NEW,Equity,"10,000",BMG3122U2026,
0331.hk,00331,FSE LIFESTYLE,Equity,"1,000",KYG3727N1088,
0332.hk,00332,YUANHENG GAS,Equity,"4,000",BMG9877V1054,
0333.hk,00333,TOP FORM INT'L,Equity,"2,000",BMG8922H1299,
0334.hk,00334,CH DISPLAY OPT,Equity,"8,000",BMG2120L1072,
0335.hk,00335,UPBEST GROUP,Equity,"2,000",KYG9288X1043,
0336.hk,00336,HUABAO INTL,Equity,"1,000",BMG4639H1227,
0337.hk,00337,GREENLAND HK,Equity,"1,000",KYG4587S1049,
0338.hk,00338,SHANGHAI PECHEM,Equity,"2,000",CNE1000004C8,
0339.hk,00339,CN SCI-TECH IND,Equity,"10,000",BMG2423L1019,
0340.hk,00340,TONGGUAN GOLD,Equity,"2,000",BMG8919D1074,
0341.hk,00341,CAFE DE CORAL H,Equity,"2,000",BMG1744V1037,
0343.hk,00343,CULTURECOM HOLD,Equity,"5,000",BMG2587F2058,
0345.hk,00345,VITASOY INT'L,Equity,"2,000",HK0345001611,
0346.hk,00346,YANCHANG PETRO,Equity,"5,000",BMG9833W1221,
0347.hk,00347,ANGANG STEEL,Equity,"2,000",CNE1000001V4,
0348.hk,00348,CHINAHEALTHWISE,Equity,"10,000",KYG2120E1290,
0351.hk,00351,ASIA ENERGY LOG,Equity,"10,000",HK0000527306,
0352.hk,00352,FORTUNE SUN,Equity,"2,000",KYG364261076,
0353.hk,00353,ENERGY INTINV,Equity,"4,000",KYG3041H1598,
0354.hk,00354,CHINASOFT INT'L,Equity,"2,000",KYG2110A1114,
0355.hk,00355,CENTURY C INT'L,Equity,"4,000",BMG2020F1683,
0356.hk,00356,DT CAPITAL,Equity,"30,000",KYG2848V1068,
0357.hk,00357,MEILAN AIRPORT,Equity,"1,000",CNE1000003B2,
0358.hk,00358,JIANGXI COPPER,Equity,"1,000",CNE1000003K3,
0360.hk,00360,NEW FOCUS AUTO,Equity,"4,000",KYG645451090,
0361.hk,00361,SINO GOLF HOLD,Equity,"20,000",BMG816821091,
0362.hk,00362,C ZENITH CHEM,Equity,"10,000",BMG983052074,
0363.hk,00363,SHANGHAI IND H,Equity,"1,000",HK0363006039,
0365.hk,00365,SINO ICT,Equity,"2,000",BMG9340L1063,
0366.hk,00366,LUKS GROUP (VN),Equity,"2,000",BMG5700D1065,
0367.hk,00367,CHUANG'S INT'L,Equity,"4,000",BMG2122V1458,
0368.hk,00368,SUPERLAND GROUP,Equity,"4,000",KYG8588F1028,
0369.hk,00369,WING TAI PPT,Equity,"2,000",BMG9716V1000,
0370.hk,00370,HK ROBOTICS,Equity,"6,000",BMG2111B1752,
0371.hk,00371,BJ ENT WATER,Equity,"2,000",BMG0957L1090,
0372.hk,00372,PT INTL DEV,Equity,"30,000",BMG7S93G1428,
0373.hk,00373,ALLIED GROUP,Equity,"2,000",HK0000650413,
0374.hk,00374,FOUR SEAS MER,Equity,"2,000",KYG365451049,
0375.hk,00375,YGM TRADING,Equity,"1,000",HK0375001663,
0376.hk,00376,YUNFENG FIN,Equity,"2,000",HK0000091790,
0377.hk,00377,CHINA HUAJUN GP,Equity,80,BMG215AX1039,
0379.hk,00379,EG LEASING,Equity,"10,000",KYG2119F1292,
0380.hk,00380,CHINA PIPE,Equity,"4,000",BMG2162P1077,
0381.hk,00381,AOM INT'L,Equity,"20,000",BMG5278S5012,
0382.hk,00382,EDVANTAGE GROUP,Equity,"2,000",KYG2901A1067,
0383.hk,00383,TIANAN MEDICARE,Equity,"5,000",BMG2133H2006,
0384.hk,00384,CHINA GAS HOLD,Equity,200,BMG2109G1033,
0385.hk,00385,CHINNEY ALLI,Equity,"2,000",BMG2109L1697,
0386.hk,00386,SINOPEC CORP,Equity,"2,000",CNE1000002Q2,
0387.hk,00387,LEEPORT(HOLD),Equity,"4,000",BMG542851040,
0388.hk,00388,HKEX,Equity,100,HK0388045442,80388
0389.hk,00389,TONTINE WINES,Equity,"2,000",BMG215A42065,
0390.hk,00390,CHINA RAILWAY,Equity,"1,000",CNE1000007Z2,
0391.hk,00391,MEI AH ENTER,Equity,"20,000",BMG5964A1523,
0392.hk,00392,BEIJING ENT,Equity,500,HK0392044647,
0393.hk,00393,GLORIOUS SUN,Equity,"4,000",BMG3939X1002,
0396.hk,00396,HING LEE (HK),Equity,"2,000",BMG451171018,
0397.hk,00397,MINERVA GROUP,Equity,"10,000",BMG7210B1090,
0398.hk,00398,ORIENTAL WATCH,Equity,"2,000",BMG6773R1051,
0399.hk,00399,INNOVATIVE PHAR,Equity,"5,000",BMG4783W1073,
0400.hk,00400,INGDAN,Equity,"1,000",KYG225371072,
0401.hk,00401,WANJIA GROUP,Equity,"20,000",KYG9431A1186,
0403.hk,00403,STARLITE HOLD,Equity,"2,000",BMG8438Y1030,
0406.hk,00406,YAU LEE HOLD,Equity,"2,000",BMG9834K1505,
0408.hk,00408,YIP'S CHEMICAL,Equity,"2,000",KYG9842Z1164,
0410.hk,00410,SOHO CHINA,Equity,500,KYG826001003,
0411.hk,00411,LAM SOON (HK),Equity,"1,000",HK0411006957,
0412.hk,00412,SDHG,Equity,"1,000",BMG805AL1070,
0413.hk,00413,SC HOLDINGS,Equity,"8,000",KYG8279G1120,
0417.hk,00417,TSE SUI LUEN,Equity,"2,000",BMG911231519,
0418.hk,00418,FOUNDER HOLD,Equity,"2,000",BMG3654D1074,
0419.hk,00419,HONY MEDIA,Equity,"10,000",KYG4642G1038,
0420.hk,00420,FOUNTAIN SET,Equity,"2,000",HK0420001817,
0422.hk,00422,VMEP HOLDINGS,Equity,"1,000",KYG936171019,
0423.hk,00423,HKET HOLDINGS,Equity,"2,000",KYG4587A1031,
0425.hk,00425,MINTH GROUP,Equity,"2,000",KYG6145U1094,
0426.hk,00426,ONE MEDIA GROUP,Equity,"2,000",KYG6752K1058,
0428.hk,00428,COCOON HOLDINGS,Equity,"4,000",BMG2365B1292,
0430.hk,00430,ORIENTAL EXPL,Equity,"4,000",BMG6771J1053,
0431.hk,00431,G CHINA FIN,Equity,"4,000",BMG407061552,
0432.hk,00432,PCPD,Equity,"1,000",BMG6844T1229,
0433.hk,00433,NORTH MINING,Equity,"10,000",BMG6661B2045,
0434.hk,00434,BOYAA,Equity,"1,000",KYG127751058,
0436.hk,00436,NU ENVIRO,Equity,"20,000",KYG6493Q1718,
0438.hk,00438,IRICO NEWENERGY,Equity,200,CNE1000003H9,
0439.hk,00439,KUANGCHI,Equity,"2,000",BMG5326A1146,
0440.hk,00440,DAH SING,Equity,400,HK0440001847,
0442.hk,00442,DOMAINE POWER,Equity,"1,000",KYG4488W1050,
0444.hk,00444,SINCEREWATCH HK,Equity,"10,000",KYG814791268,
0450.hk,00450,HUNG HING PRINT,Equity,"2,000",HK0450001869,
0451.hk,00451,GCL NEWENERGY,Equity,"2,000",BMG3775G1539,
0455.hk,00455,TIANDA PHARMA,Equity,"2,000",KYG887471038,
0456.hk,00456,NEW CITY DEV,Equity,"2,000",KYG648311119,
0458.hk,00458,TRISTATE HOLD,Equity,"1,000",BMG9074C1082,
0459.hk,00459,LEGEND UPSTAR,Equity,"10,000",KYG6103P1182,
0460.hk,00460,SIHUAN PHARM,Equity,"1,000",BMG8162K1137,
